"","ID","Group_type","Datetime","sampperiod","age","group"
"1832","708","B",2007-08-09 12:01:00,2,24,1258
"1833","953","B",2007-08-09 12:01:00,2,24,1258
"1834","731","LB",2007-08-09 17:04:00,2,24,1259
"1835","685","B",2007-08-10 09:08:00,2,34,1260
"1836","731","LB",2007-08-10 09:59:00,2,24,1261
"1837","347","LB",2007-08-11 06:43:00,2,24,1262
"1838","685","B",2007-08-11 08:55:00,2,34,1263
"1839","640","LB",2007-08-11 13:31:00,2,34,1264
"1840","918","LB",2007-08-11 15:17:00,2,24,1265
"1841","375","B",2007-08-13 09:06:00,2,24,1266
"1842","646","B",2007-08-13 09:06:00,2,24,1266
"1843","543","LB",2007-08-13 12:01:00,2,34,1267
"1845","646","B",2007-08-15 09:23:00,2,24,1269
"1846","143","B",2007-08-16 08:20:00,2,34,1270
"1847","335","B",2007-08-16 08:20:00,2,44,1270
"1848","862","B",2007-08-16 08:20:00,2,24,1270
"1849","878","B",2007-08-16 08:20:00,2,24,1270
"1853","695","B",2007-08-16 17:00:00,2,34,1273
"1854","816","B",2007-08-16 17:00:00,2,34,1273
"1855","37","B",2007-08-18 11:25:00,2,24,1274
"1856","117","B",2007-08-18 11:25:00,2,24,1274
"1857","285","B",2007-08-18 11:25:00,2,44,1274
"1861","599","B",2007-08-23 08:38:00,2,34,1277
"1863","422","LB",2007-08-25 15:41:00,2,44,1279
"1865","170","B",2007-08-28 12:25:00,2,44,1281
"1866","927","B",2007-08-28 12:25:00,2,34,1281
"1869","864","LB",2007-09-04 16:13:00,2,44,1284
"1870","220","LB",2007-09-05 10:15:00,2,34,1285
"1872","864","LB",2007-09-05 13:42:00,2,44,1287
"1873","416","LB",2007-09-08 12:01:00,2,44,1288
"1874","488","B",2007-09-09 12:01:00,2,24,1289
"1875","708","B",2007-09-09 12:01:00,2,24,1289
"1876","825","B",2007-09-09 12:01:00,2,44,1289
"1879","37","B",2007-09-10 12:01:00,2,24,1292
"1880","416","B",2007-09-10 12:01:00,2,44,1292
"1881","825","B",2007-09-10 12:01:00,2,44,1292
"1882","953","B",2007-09-10 12:01:00,2,24,1292
"1884","793","LB",2007-09-21 16:11:00,2,24,1294
"1885","26","B",2007-09-23 08:30:00,2,24,1295
"1888","143","B",2007-09-26 11:31:00,2,34,1297
"1889","514","B",2007-09-26 11:31:00,2,24,1297
"1891","463","LB",2007-09-26 13:50:00,2,24,1298
"1894","335","B",2007-09-29 09:27:00,2,44,1301
"1895","333","B",2007-09-29 14:00:00,2,34,1302
"1901","347","B",2007-10-04 14:54:00,2,24,1305
"1902","181","B",2007-10-04 17:28:00,2,24,1306
"1903","862","B",2007-10-04 17:28:00,2,24,1306
"1904","612","B",2007-10-06 12:40:00,2,34,1307
"1905","685","B",2007-10-06 12:40:00,2,34,1307
"1906","47","LB",2007-10-12 10:15:00,2,34,1308
"1908","834","LB",2007-10-16 15:13:00,2,24,1310
"1911","313","B",2007-10-18 14:06:00,2,24,1313
"1913","796","LB",2007-10-19 17:28:00,2,34,1315
"1916","543","LB",2007-10-21 17:00:00,2,34,1318
"1917","514","B",2007-10-22 13:00:00,2,24,1319
"1919","796","B",2007-10-24 09:24:00,2,34,1321
"1920","796","LB",2007-10-25 12:30:00,2,34,1322
"1922","362","B",2007-10-27 12:12:00,2,24,1323
"1923","630","B",2007-10-27 12:12:00,2,34,1323
"1924","643","B",2007-10-27 12:12:00,2,24,1323
"1925","695","B",2007-10-27 12:12:00,2,34,1323
"1926","447","B",2007-10-27 14:09:00,2,24,1324
"1927","140","B",2007-10-27 15:32:00,2,24,1325
"1928","218","B",2007-10-27 15:32:00,2,44,1325
"1929","226","B",2007-10-27 15:32:00,2,24,1325
"1930","672","B",2007-10-27 15:32:00,2,24,1325
"1931","759","B",2007-10-27 15:32:00,2,34,1325
"1932","374","LB",2007-10-28 08:15:00,2,44,1326
"1933","17","LB",2007-10-29 13:05:00,2,24,1327
"1936","75","B",2007-10-30 10:45:00,2,44,1330
"1937","86","B",2007-10-30 10:45:00,2,24,1330
"1938","170","B",2007-10-30 10:45:00,2,44,1330
"1939","377","B",2007-10-30 10:45:00,2,24,1330
"1940","704","B",2007-10-30 10:45:00,2,24,1330
"1941","708","B",2007-10-30 10:45:00,2,24,1330
"1942","801","B",2007-10-30 10:45:00,2,24,1330
"1943","878","B",2007-10-30 10:45:00,2,24,1330
"1944","927","B",2007-10-30 10:45:00,2,34,1330
"1945","936","B",2007-10-30 10:45:00,2,24,1330
"1946","11","B",2007-10-30 14:20:00,2,24,1331
"1947","143","B",2007-10-30 14:20:00,2,34,1331
"1948","871","B",2007-10-30 14:20:00,2,24,1331
"1949","685","B",2007-10-31 10:19:00,2,34,1332
"1950","11","B",2007-10-31 12:15:00,2,24,1333
"1951","226","B",2007-10-31 12:15:00,2,24,1333
"1953","447","B",2007-10-31 12:15:00,2,24,1333
"1954","672","B",2007-10-31 12:15:00,2,24,1333
"1955","695","B",2007-10-31 12:15:00,2,34,1333
"1956","759","B",2007-10-31 12:15:00,2,34,1333
"1957","871","B",2007-10-31 12:15:00,2,24,1333
"1960","218","B",2007-11-01 12:10:00,2,44,1336
"1961","528","B",2007-11-01 12:10:00,2,34,1336
"1968","140","B",2007-11-06 07:48:00,2,24,1340
"1969","349","B",2007-11-06 07:48:00,2,44,1340
"1970","333","LB",2007-11-06 10:00:00,2,34,1341
"1973","727","B",2007-11-06 16:04:00,2,44,1343
"1974","140","B",2007-11-08 09:21:00,2,24,1344
"1975","759","B",2007-11-08 09:21:00,2,34,1344
"1976","864","B",2007-11-08 09:21:00,2,44,1344
"1978","349","LB",2007-11-08 15:30:00,2,44,1346
"1981","659","LB",2007-11-12 07:54:00,2,34,1349
"1982","647","B",2007-11-12 08:32:00,2,34,1350
"1983","397","B",2007-11-12 09:10:00,2,34,1351
"1984","528","B",2007-11-12 09:10:00,2,34,1351
"1985","796","B",2007-11-12 09:10:00,2,34,1351
"1986","422","LB",2007-11-12 09:43:00,2,44,1352
"1987","543","LB",2007-11-13 16:12:00,2,34,1353
"1988","604","LB",2007-11-13 16:50:00,2,44,1354
"1989","737","LB",2007-11-14 14:23:00,2,34,1355
"2000","737","LB",2007-11-16 07:45:00,2,34,1361
"2005","150","LB",2007-11-22 12:50:00,2,34,1365
"2006","105","LB",2007-11-26 10:00:00,2,24,1366
"2007","705","LB",2007-11-26 14:30:00,2,24,1367
"2008","353","LB",2007-11-26 16:37:00,2,57,1368
"2009","695","B",2007-11-30 10:01:00,2,34,1369
"2011","170","B",2007-12-05 09:10:00,2,44,1371
"2012","647","B",2007-12-05 09:10:00,2,34,1371
"2013","753","B",2007-12-05 09:10:00,2,24,1371
"2016","335","LB",2007-12-07 14:41:00,2,44,1374
"2017","727","LB",2007-12-07 15:42:00,2,44,1375
"2018","143","LB",2007-12-13 10:21:00,2,34,1376
"2019","164","B",2007-12-14 11:05:00,2,34,1377
"2020","702","B",2007-12-14 11:05:00,2,34,1377
"2021","753","B",2007-12-14 11:05:00,2,24,1377
"2022","796","B",2007-12-14 11:05:00,2,34,1377
"2024","871","B",2007-12-16 16:46:00,2,24,1379
"2027","685","B",2008-01-01 12:34:00,2,34,1381
"2028","45","B",2008-01-01 13:26:00,2,24,1382
"2029","927","B",2008-01-01 13:26:00,2,34,1382
"2030","910","LB",2008-01-13 16:51:00,2,34,1383
"2031","910","LB",2008-01-14 14:04:00,2,34,1384
"2032","685","B",2008-01-14 14:04:00,2,34,1385
"2037","170","LB",2008-01-18 11:44:00,2,44,1389
"2038","910","LB",2008-01-22 14:40:00,2,34,1390
"2040","596","B",2008-01-23 09:48:00,2,24,1391
"2041","349","B",2008-01-23 10:00:00,2,44,1392
"2042","936","B",2008-01-23 10:00:00,2,24,1392
"2043","170","LB",2008-01-25 11:05:00,2,44,1393
"2045","170","LB",2008-01-26 09:07:00,2,44,1395
"2046","362","LB",2008-01-26 10:02:00,2,24,1396
"2048","337","LB",2008-01-28 09:13:00,2,34,1398
"2050","279","LB",2008-02-04 12:20:00,2,44,1400
"2054","170","LB",2008-02-07 11:15:00,2,44,1403
"2055","719","B",2008-02-07 12:15:00,2,24,1404
"2056","910","B",2008-02-07 12:15:00,2,34,1404
"2057","170","LB",2008-02-09 14:00:00,2,44,1405
"2058","685","B",2008-02-11 08:28:00,2,34,1406
"2059","705","B",2008-02-11 08:28:00,2,24,1406
"2060","708","B",2008-02-11 08:28:00,2,24,1406
"2061","845","B",2008-02-11 08:28:00,2,34,1406
"2062","170","B",2008-02-11 13:05:00,2,44,1407
"2063","11","B",2008-02-13 12:30:00,2,24,1408
"2064","910","LB",2008-02-15 11:40:00,2,34,1409
"2067","685","B",2008-02-18 10:56:00,2,34,1411
"2068","878","LB",2008-02-18 13:46:00,2,24,1412
"2070","226","B",2008-02-20 04:48:00,2,24,1414
"2071","349","B",2008-02-20 04:48:00,2,44,1414
"2072","719","B",2008-02-20 04:48:00,2,24,1414
"2073","226","B",2008-02-20 10:20:00,2,24,1415
"2074","349","B",2008-02-20 10:20:00,2,44,1415
"2075","640","LB",2008-02-20 10:25:00,2,34,1416
"2076","702","LB",2008-02-20 12:17:00,2,34,1417
"2077","422","B",2008-02-20 14:25:00,2,44,1418
"2078","640","LB",2008-02-20 15:30:00,2,34,1419
"2079","528","B",2008-02-24 11:55:00,2,34,1420
"2080","753","B",2008-02-24 11:55:00,2,24,1420
"2082","640","LB",2008-02-27 15:30:00,2,34,1422
"2083","409","LB",2008-02-29 07:30:00,2,34,1423
"2085","719","LB",2008-03-01 06:44:00,2,24,1425
"2088","360","B",2008-03-02 10:25:00,2,36,1427
"2090","397","LB",2008-03-02 14:20:00,2,34,1429
"2091","67","LB",2008-03-02 15:30:00,2,24,1430
"2092","67","LB",2008-03-04 08:30:00,2,24,1431
"2094","47","B",2008-03-07 15:50:00,2,34,1433
"2095","75","B",2008-03-07 15:50:00,2,44,1433
"2096","708","B",2008-03-07 17:05:00,2,24,1434
"2097","936","B",2008-03-07 17:05:00,2,24,1434
"2098","349","B",2008-03-07 18:05:00,2,44,1435
"2099","143","B",2008-03-08 11:55:00,2,34,1436
"2100","349","B",2008-03-08 11:55:00,2,44,1436
"2101","422","B",2008-03-08 11:55:00,2,44,1436
"2102","528","B",2008-03-08 11:55:00,2,34,1436
"2103","543","LB",2008-03-08 15:00:00,2,34,1437
"2104","47","B",2008-03-08 15:00:00,2,34,1438
"2105","75","B",2008-03-08 15:00:00,2,44,1438
"2106","675","B",2008-03-10 06:45:00,2,24,1439
"2107","57","LB",2008-03-10 12:22:00,2,44,1440
"2108","546","LB",2008-03-10 12:35:00,2,24,1441
"2109","560","B",2008-03-10 13:11:00,2,58,1442
"2110","567","LB",2008-03-10 14:50:00,2,34,1443
"2111","170","LB",2008-03-19 09:11:00,2,44,1444
"2113","661","B",2008-03-21 12:11:00,2,24,1445
"2116","143","B",2008-04-01 11:49:00,2,34,1448
"2117","643","B",2008-04-01 11:49:00,2,24,1448
"2118","422","B",2008-04-05 11:41:00,2,44,1449
"2119","448","B",2008-04-05 11:41:00,2,34,1449
"2120","910","B",2008-04-05 11:41:00,2,34,1449
"2122","524","LB",2008-04-12 12:01:00,2,61,1451
"2125","524","B",2008-04-13 14:33:00,2,61,1454
"2126","759","B",2008-04-13 14:33:00,2,34,1454
"2129","67","B",2008-04-15 16:29:00,2,24,1457
"2130","706","B",2008-04-15 16:29:00,2,34,1457
"2131","67","B",2008-04-15 17:09:00,2,24,1458
"2132","706","B",2008-04-15 17:09:00,2,34,1458
"2134","776","LB",2008-04-17 13:00:00,2,34,1460
"2135","349","LB",2008-04-18 09:00:00,2,44,1461
"2136","776","B",2008-04-18 10:10:00,2,34,1462
"2138","17","B",2008-04-20 10:00:00,2,24,1464
"2140","845","B",2008-04-20 10:00:00,2,34,1464
"2141","910","B",2008-04-20 10:00:00,2,34,1464
"2143","705","LB",2008-04-24 09:00:00,2,24,1466
"2145","226","B",2008-04-28 10:39:00,2,24,1468
"2146","910","B",2008-04-28 10:39:00,2,34,1468
"2147","17","B",2008-04-28 11:20:00,2,24,1469
"2148","845","B",2008-04-28 11:20:00,2,34,1469
"2149","76","B",2008-04-28 13:07:00,2,44,1470
"2150","596","B",2008-04-28 13:07:00,2,24,1470
"2151","923","B",2008-04-28 13:07:00,2,24,1470
"2152","143","LB",2008-04-28 13:49:00,2,34,1471
"2153","529","B",2008-04-28 14:16:00,2,24,1472
"2154","759","B",2008-04-28 14:16:00,2,34,1472
"2155","76","B",2008-04-28 14:46:00,2,44,1473
"2156","596","B",2008-04-28 14:46:00,2,24,1473
"2157","923","B",2008-04-28 14:46:00,2,24,1473
"2158","11","LB",2008-04-30 14:44:00,2,24,1474
"2159","67","B",2008-04-30 15:39:00,2,24,1475
"2160","140","B",2008-04-30 15:39:00,2,24,1475
"2162","706","B",2008-04-30 15:39:00,2,34,1475
"2164","543","B",2008-05-02 09:15:00,2,34,1477
"2166","418","LB",2008-05-06 10:51:00,2,24,1479
"2167","373","B",2008-05-06 11:10:00,2,24,1480
"2168","406","B",2008-05-06 11:10:00,2,44,1480
"2171","524","LB",2008-05-12 12:01:00,2,61,1483
"2172","47","B",2008-05-13 11:40:00,2,34,1484
"2173","143","B",2008-05-13 11:40:00,2,34,1484
"2174","181","B",2008-05-13 11:40:00,2,24,1484
"2175","199","B",2008-05-13 11:40:00,2,24,1484
"2178","612","B",2008-05-13 11:40:00,2,34,1484
"2179","631","B",2008-05-13 11:40:00,2,34,1484
"2180","685","B",2008-05-13 11:40:00,2,34,1484
"2181","865","B",2008-05-13 11:40:00,2,24,1484
"2182","181","B",2008-05-13 12:30:00,2,24,1485
"2183","416","B",2008-05-13 12:30:00,2,44,1485
"2185","307","LB",2008-05-14 12:00:00,2,24,1487
"2186","218","LB",2008-05-15 16:00:00,2,44,1488
"2190","375","B",2008-05-18 06:50:00,2,24,1492
"2191","218","LB",2008-05-18 14:30:00,2,44,1493
"2194","448","B",2008-05-19 12:32:00,2,34,1496
"2195","459","B",2008-05-19 12:32:00,2,44,1496
"2196","514","B",2008-05-19 12:32:00,2,24,1496
"2197","76","B",2008-05-19 16:26:00,2,44,1497
"2198","11","B",2008-05-22 08:10:00,2,24,1498
"2199","286","B",2008-05-22 08:10:00,2,24,1498
"2200","869","B",2008-05-22 08:10:00,2,34,1498
"2201","170","LB",2008-05-22 10:00:00,2,44,1499
"2203","47","B",2008-05-26 12:20:00,2,34,1501
"2204","75","B",2008-05-26 12:20:00,2,44,1501
"2205","181","B",2008-05-26 12:20:00,2,24,1501
"2206","204","B",2008-05-26 12:20:00,2,24,1501
"2207","685","B",2008-05-26 12:20:00,2,34,1501
"2208","84","B",2008-05-26 14:20:00,2,24,1502
"2209","333","LB",2008-05-26 14:40:00,2,34,1503
"2210","170","B",2008-05-28 12:15:00,2,44,1504
"2212","612","B",2008-05-28 12:15:00,2,34,1504
"2213","218","LB",2008-05-28 16:00:00,2,44,1505
"2217","110","LB",2008-05-31 08:55:00,2,24,1509
"2219","86","B",2008-05-31 11:20:00,2,24,1511
"2220","110","B",2008-05-31 11:20:00,2,24,1511
"2221","199","B",2008-05-31 11:20:00,2,24,1511
"2222","67","B",2008-06-02 15:30:00,2,24,1512
"2223","214","B",2008-06-02 15:30:00,2,34,1512
"2224","706","B",2008-06-02 15:30:00,2,34,1512
"2228","420","B",2008-06-04 08:10:00,2,24,1514
"2229","422","B",2008-06-04 08:10:00,2,44,1514
"2230","170","B",2008-06-04 10:00:00,2,44,1515
"2231","264","B",2008-06-04 10:00:00,2,24,1515
"2232","416","B",2008-06-04 10:00:00,2,44,1515
"2233","612","B",2008-06-04 10:00:00,2,34,1515
"2238","75","B",2008-06-09 13:40:00,2,44,1519
"2239","199","B",2008-06-09 13:40:00,2,24,1519
"2240","333","B",2008-06-09 13:40:00,2,34,1519
"2241","533","B",2008-06-09 13:40:00,2,34,1519
"2242","612","B",2008-06-09 13:40:00,2,34,1519
"2243","670","B",2008-06-09 13:40:00,2,24,1519
"2244","170","B",2008-06-10 10:30:00,2,44,1520
"2245","543","B",2008-06-10 10:30:00,2,34,1520
"2246","685","LB",2008-06-10 12:00:00,2,34,1521
"2247","418","LB",2008-06-14 10:27:00,2,24,1522
"2249","199","B",2008-06-14 14:26:00,2,24,1524
"2250","596","B",2008-06-14 14:26:00,2,24,1524
"2251","708","B",2008-06-14 14:26:00,2,24,1524
"2252","865","LB",2008-06-14 15:14:00,2,24,1525
"2253","418","B",2008-06-16 08:50:00,2,24,1526
"2254","661","B",2008-06-16 10:00:00,2,24,1527
"2255","170","B",2008-06-16 10:00:00,2,44,1527
"2256","543","B",2008-06-16 10:00:00,2,34,1527
"2259","685","B",2008-06-17 14:20:00,2,34,1530
"2260","661","B",2008-06-17 14:20:00,2,24,1530
"2261","226","B",2008-06-18 10:00:00,2,24,1531
"2262","529","B",2008-06-18 10:00:00,2,24,1531
"2263","76","B",2008-06-18 11:40:00,2,44,1532
"2264","776","B",2008-06-18 11:40:00,2,34,1532
"2265","796","B",2008-06-18 11:40:00,2,34,1532
"2266","869","B",2008-06-18 11:40:00,2,34,1532
"2267","21","B",2008-06-19 09:15:00,2,24,1533
"2268","76","B",2008-06-19 09:15:00,2,44,1533
"2269","796","B",2008-06-19 09:15:00,2,34,1533
"2270","259","B",2008-06-19 11:00:00,2,24,1534
"2271","702","B",2008-06-19 11:00:00,2,34,1534
"2272","776","B",2008-06-19 11:00:00,2,34,1534
"2273","869","B",2008-06-19 11:00:00,2,34,1534
"2275","910","LB",2008-06-22 08:55:00,2,34,1536
"2276","796","B",2008-06-22 09:36:00,2,34,1537
"2278","218","B",2008-06-22 10:45:00,2,44,1539
"2279","67","B",2008-06-24 10:40:00,2,24,1540
"2280","375","B",2008-06-24 10:40:00,2,24,1540
"2281","706","B",2008-06-24 10:40:00,2,34,1540
"2282","428","B",2008-06-24 13:50:00,2,60,1541
"2283","719","B",2008-06-24 13:50:00,2,24,1541
"2284","878","B",2008-06-24 13:50:00,2,24,1541
"2286","28","LB",2008-06-30 14:40:00,2,49,1543
"2287","608","LB",2008-07-04 09:15:00,2,44,1544
"2289","28","LB",2008-07-09 08:25:00,2,49,1546
"2291","776","B",2008-07-10 09:53:00,2,34,1548
"2292","869","B",2008-07-10 09:53:00,2,34,1548
"2307","55","B",2008-07-17 12:40:00,2,24,1553
"2308","528","B",2008-07-17 12:40:00,2,34,1553
"2310","129","B",2008-07-18 12:30:00,2,24,1555
"2311","218","LB",2008-07-18 14:20:00,2,44,1556
"2312","254","B",2008-07-18 15:00:00,2,24,1557
"2313","76","B",2008-07-18 15:00:00,2,44,1557
"2314","259","B",2008-07-18 15:00:00,2,24,1557
"2325","47","B",2008-07-23 10:50:00,2,34,1564
"2326","75","B",2008-07-23 10:50:00,2,44,1564
"2327","141","B",2008-07-23 10:50:00,2,24,1564
"2328","661","B",2008-07-23 10:50:00,2,24,1564
"2329","704","B",2008-07-23 10:50:00,2,24,1564
"2330","708","B",2008-07-23 10:50:00,2,24,1564
"2331","710","B",2008-07-23 10:50:00,2,34,1564
"2336","84","B",2008-07-25 11:00:00,2,24,1569
"2337","199","B",2008-07-25 11:00:00,2,24,1569
"2340","214","B",2008-07-29 08:50:00,2,34,1572
"2342","670","B",2008-07-29 08:50:00,2,24,1572
"2343","725","B",2008-07-29 08:50:00,2,24,1572
"2344","214","B",2008-07-29 16:40:00,2,34,1573
"2346","670","B",2008-07-29 16:40:00,2,24,1573
"2348","612","B",2008-07-30 07:30:00,2,34,1574
"2349","710","B",2008-07-30 07:30:00,2,34,1574
"2353","725","LB",2008-07-30 15:55:00,2,24,1578
"2355","710","B",2008-07-30 16:10:00,2,34,1579
"2356","719","B",2008-07-30 16:10:00,2,24,1579
"2360","46","B",2008-08-02 12:30:00,2,24,1581
"2361","84","B",2008-08-02 12:30:00,2,24,1581
"2362","226","B",2008-08-02 12:30:00,2,24,1581
"2363","170","B",2008-08-06 11:30:00,2,44,1582
"2364","181","B",2008-08-06 11:30:00,2,24,1582
"2365","264","B",2008-08-06 11:30:00,2,24,1582
"2366","459","B",2008-08-06 11:30:00,2,44,1582
"2367","514","B",2008-08-07 08:35:00,2,24,1583
"2368","406","B",2008-08-08 17:10:00,2,44,1584
"2369","528","B",2008-08-08 17:10:00,2,34,1584
"2371","685","LB",2008-08-11 13:40:00,2,34,1586
"2372","76","B",2008-08-11 14:15:00,2,44,1587
"2373","259","B",2008-08-11 14:15:00,2,24,1587
"2374","259","B",2008-08-22 10:10:00,2,24,1588
"2375","422","B",2008-08-22 10:10:00,2,44,1588
"2376","134","LB",2008-08-22 12:01:00,2,21,1589
"2377","422","LB",2008-08-23 14:00:00,2,44,1590
"2378","84","B",2008-08-27 10:40:00,2,24,1591
"2379","685","B",2008-08-27 10:40:00,2,34,1591
"2380","199","B",2008-09-12 10:11:00,2,24,1592
"2381","918","B",2008-09-12 10:11:00,2,24,1592
"2382","418","LB",2008-09-12 14:16:00,2,24,1593
"2383","236","LB",2008-09-14 17:30:00,2,24,1594
"2384","418","B",2008-09-16 12:30:00,2,24,1595
"2388","356","LB",2008-09-20 12:01:00,2,56,1599
"2389","406","B",2008-09-28 08:41:00,2,44,1600
"2396","226","LB",2008-10-07 07:30:00,2,24,1604
"2397","333","B",2008-10-08 12:30:00,2,34,1605
"2398","31","B",2008-10-16 11:46:00,2,24,1606
"2399","21","B",2008-10-16 13:55:00,2,24,1607
"2400","541","B",2008-10-16 13:55:00,2,24,1607
"2401","776","B",2008-10-16 13:55:00,2,34,1607
"2402","362","B",2008-10-17 12:52:00,2,24,1608
"2403","612","B",2008-10-17 12:52:00,2,34,1608
"2404","796","LB",2008-10-17 15:15:00,2,34,1609
"2405","418","B",2008-10-18 08:45:00,2,24,1610
"2406","871","B",2008-10-18 08:45:00,2,24,1610
"2407","67","B",2008-10-18 09:56:00,2,24,1611
"2408","918","B",2008-10-18 09:56:00,2,24,1611
"2413","86","B",2008-10-24 14:34:00,2,24,1614
"2414","759","B",2008-10-24 14:34:00,2,34,1614
"2415","270","B",2008-10-28 17:00:00,2,21,1615
"2416","667","B",2008-10-28 17:00:00,2,24,1615
"2419","143","B",2008-11-03 16:49:00,2,34,1617
"2420","561","B",2008-11-19 17:00:00,2,34,1618
"2423","19","B",2008-11-24 12:44:00,2,21,1620
"2424","116","B",2008-11-24 12:44:00,2,34,1620
"2425","178","B",2008-11-24 12:44:00,2,24,1620
"2426","488","LB",2008-11-24 15:34:00,2,24,1621
"2427","1","B",2008-11-24 16:00:00,2,24,1622
"2428","91","LB",2008-11-24 16:28:00,2,24,1623
"2429","110","B",2008-11-25 08:50:00,2,24,1624
"2430","11","B",2008-11-25 12:30:00,2,24,1625
"2431","170","B",2008-11-25 12:30:00,2,44,1625
"2432","927","B",2008-11-25 12:30:00,2,34,1625
"2433","924","LB",2008-11-25 14:12:00,2,34,1626
"2434","143","B",2008-11-25 15:30:00,2,34,1627
"2435","753","B",2008-11-25 15:30:00,2,24,1627
"2436","356","B",2008-11-26 09:15:00,2,56,1628
"2437","561","B",2008-11-26 09:15:00,2,34,1628
"2438","199","LB",2008-11-27 08:55:00,2,24,1629
"2439","871","LB",2008-11-27 10:45:00,2,24,1630
"2440","796","B",2008-11-27 13:37:00,2,34,1631
"2442","685","B",2008-12-01 14:09:00,2,34,1633
"2443","949","B",2008-12-01 14:09:00,2,24,1633
"2444","941","B",2008-12-01 16:28:00,2,53,1634
"2446","166","B",2008-12-03 09:10:00,2,24,1636
"2447","406","B",2008-12-03 09:10:00,2,44,1636
"2448","419","B",2008-12-03 09:10:00,2,24,1636
"2449","759","B",2008-12-03 09:10:00,2,34,1636
"2450","796","B",2008-12-03 09:10:00,2,34,1636
"2452","796","B",2008-12-04 18:15:00,2,34,1638
"2453","796","B",2008-12-07 17:32:00,2,34,1639
"2454","513","LB",2008-12-11 16:45:00,2,31,1640
"2455","170","B",2008-12-16 10:30:00,2,44,1641
"2456","927","B",2008-12-16 10:30:00,2,34,1641
"2458","622","LB",2008-12-18 18:15:00,2,24,1643
"2462","170","B",2008-12-26 12:01:00,2,44,1646
"2463","927","B",2008-12-26 12:01:00,2,34,1646
"2464","673","B",2008-12-27 08:45:00,2,24,1647
"2467","612","LB",2009-01-06 17:20:00,2,34,1650
"2470","905","LB",2009-01-23 15:19:00,2,24,1653
"2472","764","B",2009-02-11 07:00:00,2,20,1655
"2473","285","LB",2009-02-13 18:00:00,2,44,1656
"2474","35","B",2009-02-16 17:15:00,2,20,1657
"2476","776","LB",2009-02-20 16:15:00,2,34,1659
"2477","220","B",2009-02-22 17:15:00,2,34,1660
"2478","172","LB",2009-02-26 07:30:00,2,20,1661
"2479","170","LB",2009-02-27 09:00:00,2,44,1662
"2480","172","B",2009-03-04 09:15:00,2,20,1663
"2481","61","B",2009-03-04 09:15:00,2,20,1663
"2482","170","LB",2009-03-04 11:00:00,2,44,1664
"2483","924","B",2009-03-05 09:20:00,2,34,1665
"2484","285","LB",2009-03-06 09:45:00,2,44,1666
"2486","170","B",2009-03-06 11:45:00,2,44,1667
"2487","338","B",2009-03-06 11:45:00,2,24,1667
"2488","592","LB",2009-03-10 08:50:00,2,61,1668
"2489","406","LB",2009-03-13 10:50:00,2,44,1669
"2490","924","LB",2009-03-13 12:00:00,2,34,1670
"2491","285","LB",2009-03-15 12:01:00,2,44,1671
"2492","924","LB",2009-04-09 17:50:00,2,34,1672
"2493","349","B",2009-05-02 10:00:00,2,44,1673
"2494","812","B",2009-05-02 10:00:00,2,34,1673
"2495","166","B",2009-05-02 10:00:00,2,24,1673
"2496","256","B",2009-05-02 10:00:00,2,45,1673
"2497","406","B",2009-05-02 10:00:00,2,44,1673
"2500","362","B",2009-05-30 08:50:00,2,24,1676
"2501","647","B",2009-05-30 08:50:00,2,34,1676
"2502","596","B",2009-05-30 08:50:00,2,24,1676
"2503","661","B",2009-05-30 08:50:00,2,24,1676
"2504","708","B",2009-05-30 08:50:00,2,24,1676
"2505","540","B",2009-05-30 10:20:00,2,34,1677
"2506","28","B",2009-05-30 12:30:00,2,49,1678
"2508","685","B",2009-06-26 11:29:00,2,34,1680
"2510","285","LB",2009-07-18 12:01:00,2,44,1682
"2511","663","B",2009-07-20 12:01:00,2,30,1683
"2514","543","B",2009-08-08 15:20:00,2,34,1686
"2515","75","B",2009-08-08 15:20:00,2,44,1686
"2516","567","B",2009-08-08 15:20:00,2,34,1686
"2517","640","B",2009-08-08 15:20:00,2,34,1686
"2518","647","B",2009-08-08 15:20:00,2,34,1686
"2519","816","B",2009-08-08 15:20:00,2,34,1686
"2520","804","B",2009-08-26 16:45:00,2,22,1687
"2522","259","B",2009-09-20 11:30:00,2,24,1689
"2523","400","B",2009-09-22 11:45:00,2,34,1690
"2524","684","B",2009-09-22 11:45:00,2,24,1690
"2525","918","B",2009-09-22 11:45:00,2,24,1690
"2534","285","LB",2009-10-19 17:38:00,2,44,1696
"2535","375","LB",2009-10-29 07:30:00,2,24,1697
"2536","170","B",2009-10-29 12:30:00,2,44,1698
"2537","349","B",2009-10-29 12:30:00,2,44,1698
"2538","663","B",2009-11-01 12:01:00,2,30,1699
"2539","106","LB",2009-11-02 16:15:00,2,25,1700
"2540","543","LB",2009-12-05 12:40:00,2,34,1701
"2541","685","B",2009-12-08 12:20:00,2,34,1702
"2543","170","LB",2010-01-18 11:30:00,2,44,1704
"2545","661","B",2010-02-02 16:20:00,2,24,1706
"2546","170","LB",2010-02-03 11:20:00,2,44,1707
"2548","285","LB",2010-02-06 09:54:00,2,44,1709
"2554","643","B",2010-03-18 08:10:00,2,24,1715
"2555","422","LB",2010-03-18 10:05:00,2,44,1716
"2556","259","LB",2010-03-18 12:10:00,2,24,1717
"2557","143","LB",2010-03-18 13:05:00,2,34,1718
